Id,Sentence,Answer,Avg_MSE,Type
QUtRTB,"All of a sudden,a person on a long raft comes paddling down the water and goes over the fall with ease.","[3, 2, 4, 1]",6903.904,Scene Cut
A8mzh2,"The canoeist paddles closer and waves, transitioning to a kayaker navigating into a rapid with splashing waves, as the camera tilts upward.","[3, 2, 1, 4]",4806.186,Scene Cut
5P8D9z,"A person walks past the pool, then the camera shows players in the water, followed by a wider view of the game, and finally, the players are gathered at the far end.","[2, 3, 1, 4]",3472.0693,Scene Cut
dVzMZH,There's a woman with a hand tattoo and red painted nails attaching and screwing a parts in the trunk of a car to attach the spare tire.,"[3, 2, 1, 4]",6702.8423,Scene Cut
KmWqF9, The male tries one more time and walks to the edge of the diving board and finally jumps and does a few flips before landing in the water and then swims to the edge of the pool.,"[3, 2, 4, 1]",3566.2898,Scene Cut
DrveE1,"The camera moves from a sealed surface to a caulking gun applying sealant around a pipe, then shifts to a clipper cutting a horse's coat before being cleaned with a brush.","[2, 1, 3, 4]",9767.351,Scene Cut
blon9o,"The gymnasts begin practicing on the equipment, then transition to performing major releases on the bars, showcasing their skills in a sequence of impressive moves.","[1, 3, 4, 2]",6780.8774,Scene Cut
taDdaA,"The timer starts at 00:00.3, then the individuals work on assembling the wheel, and after 1:08.3, the timer shows the elapsed time.","[3, 2, 4, 1]",7237.678,Scene Cut
oqIQJN," An athlete runs, then skip and jumps forward to perform long jump while judges holds sticks to measure.","[2, 4, 3, 1]",1943.8463,Scene Cut
ZimnqO,"The woman smiles and walks away as the camera pans left, then a hand approaches the welding area, with the camera zooming in on the bright sparks as welding begins.","[1, 4, 3, 2]",13266.638,Scene Cut
H22IxM,"The woman rotates the gift counter-clockwise to adjust the wrapping, then a child shifts left at the sink, lowering to scrub dishes as the camera tilts downward.","[4, 2, 1, 3]",8365.497,Scene Cut
qI045t,"A man in white shirt and white shorts is holding a croquet bat, he is bending over and swing the bat slowly in the air before hitting the blue ball.","[1, 3, 4, 2]",1371.3978,Scene Cut
QunqQC,"After a certain distance,they encounter a rock and a large wave and they all flip out of the raft.","[4, 2, 3, 1]",2746.7214,Scene Cut
wrJYC0,"The woman kneels, rises to sit while holding a card as the camera zooms in, then adjusts a rug, smiles, and stands with a vacuum cleaner entering from the left, with the camera slightly zooming out.","[3, 4, 2, 1]",5932.102,Scene Cut
Vt6AXL, Two boys jump into an S shaped structure while rollerblading.,"[3, 1, 4, 2]",2795.7185,Scene Cut
U1HsY1, She grabs a tool and begins cutting the cat's claws.,"[1, 2, 4, 3]",6016.6016,Scene Cut
MP3mHe,"An athlete runs with a stick, then he shoot the javelin and walks away in a stadium.","[1, 2, 4, 3]",4606.309,Scene Cut
iK1GeA,"The performer enters from the right, moving to center stage as the camera zooms in, then leaps into the air, lifting a baton above her head, captured mid-jump against a blue backdrop.","[1, 3, 2, 4]",5679.6836,Scene Cut
OAx2lM,"The diver leaps off the platform into the air above the pool, then the camera zooms out and pans left, revealing more of the pool and additional players.","[1, 2, 3, 4]",4383.977,Scene Cut
c5uMNi, The man ropes the calf and jumps off the horse to tie him up then walks back to the horse.,"[2, 1, 3, 4]",1730.1312,Scene Cut
LKvCWH, The woman puts wallpaper on the area.,"[1, 3, 4, 2]",2090.0293,Scene Cut
mv8S4M,"The tattoo artist's gloved hand moves from the workspace to the client's mouth, then the gloved hands descend from the nose, revealing the completed piercing as the person smiles.","[4, 2, 3, 1]",8998.511,Scene Cut
xJGKJG, woman cuts the door and spread chocolate cream on he top and put another layer of cake.,"[2, 4, 3, 1]",10085.27,Scene Cut
XDQsZg, Another man in white and blue vaults and is successful.,"[4, 3, 1, 2]",2010.2338,Scene Cut
h4dSgz,"The skis recede as the camera pans to reveal avalanche warning signs, then tilt downwards as the skis descend the slope, moving forward and slightly to the right.","[1, 2, 3, 4]",4099.776,Scene Cut
dLwkwf,"The man is shown once again on his hands and knees and is applying putty onto the ground or the tile, putting the tiles down, adding spacers, then measuring that it's all even with a white circular leveler.","[4, 1, 2, 3]",4347.715,Scene Cut
3XH2Vf,"The cheerleaders begin in a huddle, then move into formation, raising their arms in unison, and finally lower their arms as they prepare to exit the stage.","[4, 3, 2, 1]",1281.5563,Scene Cut
s8mSpY,"The vacuum cleaner transitions from standing beside a woman to moving across a living room carpet, then shifts from being used on stairs to a flat surface where its noise level is measured with a sound meter.","[3, 4, 1, 2]",8248.323,Scene Cut
zoUgZh, She finally slides down it with baby.,"[4, 2, 3, 1]",5601.9478,Scene Cut
gW6BSQ, They push the snow to the side in a pile.,"[4, 1, 2, 3]",1036.8656,Scene Cut
d3DDLw,"The man sits in the chair, wiping himself off before standing up.","[4, 3, 2, 1]",4578.0454,Scene Cut
sFcBfw,"The player begins to approach the fallen opponent, then they both stand up and face each other, before moving away from one another.","[4, 3, 1, 2]",1508.3932,Scene Cut
oIgDWS,A dog is outside in a large field and runs towards a man holding a yellow Frisbee.,"[1, 2, 3, 4]",4073.4841,Scene Cut
6zxmzu,  Another young man throws a bowling ball.,"[4, 2, 3, 1]",4495.236,Scene Cut
OBlDtr,  A little girl/toddler in a lime green hair bow and tutu stands outside under a tree and hits a pinata with a stick.,"[1, 4, 3, 2]",4133.371,Scene Cut
UU2N6Q,"The camera zooms in on pruning shears trimming a potted plant, then shifts to scissors cutting green onions before revealing a person speaking in a kitchen.","[2, 1, 3, 4]",5816.0293,Scene Cut
LEAE7x,The video leads into several shots of surfers moving along the water and riding waves past other people.,"[4, 3, 1, 2]",13868.349,Scene Cut
fIpfTT, The camera catches another slide down the slope from a first person perspective while spinning.,"[4, 2, 1, 3]",6293.4575,Scene Cut
0RQQyh,A small child is seen sitting on a coach opening a present.,"[1, 2, 3, 4]",4786.2124,Scene Cut
a4tZGR,"The woman brushes the dog's back and neck as it stands calmly, then a German Shepherd shifts from facing left to right while the groomer leans down, maintaining focus on the grooming process.","[1, 3, 4, 2]",4359.8394,Scene Cut
8Keqfh, The first man leaves the scene as a second man enters and stirs something in a bowl.,"[2, 3, 4, 1]",6867.4155,Scene Cut
7T4qBq, The medalists of the competition receive their awards and stand together waving.,"[3, 2, 4, 1]",3734.765,Scene Cut
mT6ZPx, The piercing artist touches the needle and the nose as she screws a nose ring on.,"[1, 3, 2, 4]",3978.26,Scene Cut
dgod4z," Then, the person adds the garlic in the hot oil in a pan.","[4, 3, 1, 2]",12312.88,Scene Cut
RtRXuD,"The athlete transitions from sprinting on the track to landing in the sand pit, as the camera pans left, then moves from mid-air over the pole vault to standing on the track with a javelin, while the camera zooms out slightly.","[2, 1, 4, 3]",5064.458,Scene Cut
9g5qPt, She kicks and hits at him.,"[1, 2, 3, 4]",2549.6628,Scene Cut
1Pghei, The young man rides his skateboard down hills around a beach town.,"[2, 1, 4, 3]",11003.25,Scene Cut
Hdzi4n,"The cheerleaders descend from elevated positions into a synchronized pose, then move closer together, lifting one member into the air as the camera zooms in.","[4, 3, 1, 2]",4375.013,Scene Cut
8oZheL, The girls break into three groups and the two on the sides kneel while the middle group squats.,"[2, 3, 1, 4]",1134.9469,Scene Cut
71koph,"A skateboarder moves down the road and exits the frame as the camera pans left to reveal parked vehicles and trees; then, a surfboard recedes underwater, and a hand reaches from the right toward a wave.","[1, 2, 3, 4]",4119.203,Scene Cut
W7yu5A," The man on stilts turns around while still bouncing the ball, loses control for a little bit, but steps it up and bounces is again.","[1, 4, 3, 2]",626.69366,Fine-grained
AlhrPh, The middle of the group begin to play followed by the rest around them.,"[1, 3, 4, 2]",3884.6536,Scene Cut
H9mMep,A little girl is shown in several images receiving a haircut.,"[4, 3, 2, 1]",8591.424,Scene Cut
RRk1eL, the kid then begins swinging his arms and punching.,"[3, 1, 2, 4]",3557.707,Scene Cut
m7KieF,"The skater moves down the street approaching a car, then transitions into a forested area as the scene shifts to a car by the roadside with a person exiting.","[1, 2, 3, 4]",13081.289,Scene Cut
08GvnH,"The stuffed animal is placed into the machine and secured, then a gift is unwrapped and placed among other presents on a table, as the camera zooms out.","[1, 2, 3, 4]",8539.009,Scene Cut
raUHB6, He is making progress across the wall pretty quickly the way he is doing it.,"[3, 1, 2, 4]",1800.4336,Scene Cut
qaS7gG,The camera follows a small child on skis as he or she maneuvers past a crowd of people.,"[2, 3, 1, 4]",11230.556,Scene Cut
WdbbK6, Then a man and woman begin peeling off the old wallpaper off of the wall.,"[4, 2, 3, 1]",11332.569,Scene Cut
qYSFqh," She hits the pinata, then walks away.","[4, 3, 1, 2]",4138.505,Scene Cut
H6VIf4,"The figure begins to move away from the camera, then raises their arms before lowering them again, and finally stands still, facing the wall of trees.","[3, 1, 2, 4]",1894.9619,Scene Cut
c1yCdz,  Then two men spray water on the car to wash the soap off.,"[1, 2, 3, 4]",8787.457,Scene Cut
ztPOvd," The girl then backs up, and turns to show her left side as she moves the fiddle across the violin strings, and then she moves to face forward again and walks closer to the camera and plays some more.","[4, 3, 2, 1]",1284.6266,Scene Cut
7BcHpX,"The person jumps over the fence, moving from left to right as the camera shifts downward, then the skater moves off the ramp to the left while the camera pans right towards the stairs.","[4, 3, 2, 1]",4675.319,Scene Cut
2uuIFS,"The athlete lifts the barbell from the ground, transitioning into a squat, then the scene shifts as another weightlifter lowers the barbell to the floor in a darker setting.","[1, 3, 2, 4]",4816.02,Scene Cut
4y51cx,"The person dances with a mop, shifting from facing left to forward as the camera slightly zooms out, then tilts a bucket over a basin and moves left, exiting the frame.","[4, 2, 1, 3]",4089.996,Scene Cut
CPvvsl,"The woman begins to groom the horse by brushing its side, then moves to its front to brush its legs, and finally raises a comb to groom its mane.","[4, 1, 3, 2]",3498.4119,Scene Cut
Q7rukb, A man in a swim cap swims through the water toward the camera.,"[1, 3, 2, 4]",972.2536,Scene Cut
fshuf6, The people in tubes ride past others in the water.,"[3, 1, 2, 4]",5898.537,Scene Cut
1V6r8w,A man does a disk throw.,"[3, 2, 1, 4]",1996.2523,Scene Cut
8SJ6SV,"The worker applies adhesive and measures a tile, then cuts it as the camera pans left; next, the person measures and cuts vinyl sheets before using a roller to adhere them, with a slight camera zoom-in.","[3, 4, 1, 2]",6089.1094,Scene Cut
kP0zw1,"A person and children illuminate a Christmas tree, with a girl twirling joyfully in front of it; then, a person in blue moves right, raising their arms to place the star on top as decorations increase.","[1, 2, 3, 4]",3359.5325,Scene Cut
ahFEzz,"The message ""You can PREVENT blindness"" transitions to an instructional view of neem fruits, then a small flame flickers through branches and grows larger, becoming more prominent as it rises upward.","[1, 2, 4, 3]",18287.58,Scene Cut
KGDOmG,A man in a yellow construction top is inside painting the wall beige.,"[3, 2, 1, 4]",2057.4746,Scene Cut
C4zboX," The woman kneels onto the ground, cutting and applying tiles.","[2, 3, 4, 1]",4238.2637,Scene Cut
pJNwaG,"A close-up shows hands bolting a wheel in a specified order, transitioning to a wide shot of a person standing before a car, then shifts to hands removing a wheel nut, followed by a diagram illustrating correct nut orientation.","[3, 2, 1, 4]",17554.951,Scene Cut
5rYJ4n, She empties the filter of the vacuum into the trash can.,"[1, 2, 3, 4]",3001.5254,Scene Cut
EZtlW7,The man is now blow drying and styling her hair with a blow dryer and his fingers.,"[1, 2, 3, 4]",7723.8438,Scene Cut
NI6n2q,"The woman lowers her gaze as she applies a yellow contact lens, then another person adjusts a contact lens, pushing it deeper into the eye with careful finger movements.","[4, 3, 2, 1]",9684.228,Scene Cut
d68O9z,A man is seen sitting in a bumper car holding a thumbs up and then begins driving around.,"[2, 1, 4, 3]",12430.937,Scene Cut
9FabO9,"A child in a pink jacket moves towards a blue tube, then stands excitedly beside it, smiling and looking around, before turning to walk away with a joyful expression.","[3, 2, 1, 4]",1834.306,Scene Cut
gzlDq1, A boy on skis holds onto a tug rope on a dock and is pulled over falling in the water.,"[4, 1, 3, 2]",1751.6683,Scene Cut
Aaoapt,"The tape measure appears, then a man introduces a vacuum cleaner, followed by him kneeling to connect the vacuum, and finally, he holds the vacuum while smiling.","[2, 4, 3, 1]",6542.779,Scene Cut
vxXH2b, The man successfully jumps of the bars and lands on his feet.,"[1, 4, 2, 3]",4014.5652,Scene Cut
Us2i8q,"The person holds a bearing, then moves to a tool, begins to twist it, and finally examines the bearing closely while placing it down.","[1, 4, 3, 2]",2934.2947,Scene Cut
1rOfSz,A man is smoking a pipe and blowing smoke rings.,"[3, 1, 2, 4]",2041.4625,Scene Cut
rqzJSQ, A large group on inter tubes are pulled on tug ropes in the water then hit a large wave and flip into the air.,"[2, 1, 3, 4]",3521.539,Scene Cut
axuorH, The lady puts the red dome on top of a black one and put the dome with holes on top of it.,"[2, 4, 3, 1]",6352.8633,Scene Cut
hFDH8z,"The person begins to paint circles on the chair, then shows the completed chair, which is now fully painted and displayed against a plain background.","[3, 2, 4, 1]",17486.781,Scene Cut
dVjQGC," Then, the boy slides down until to reach the ground.","[1, 3, 4, 2]",3159.5735,Scene Cut
2RlbGF,"The person leaves the dock to wakeboard joyfully with friends nearby, then transitions to skiing further from the boat as the camera tilts upward.","[2, 1, 4, 3]",5220.223,Scene Cut
nK759a,"The knife aligns with the Samurai Pro sharpener, then transitions to a pan where eggs and onions are stirred with a spatula.","[1, 4, 2, 3]",13927.0,Scene Cut
bDMax4, The put the seat on the bike.,"[1, 2, 3, 4]",4679.9604,Scene Cut
vOH7EU, She dives into the pool of water.,"[1, 2, 3, 4]",1038.1461,Scene Cut
L1eRFc,"The drummer stands up from her seat as her arms lower, transitioning to a glowing hula hoop spinning, which exits to reveal centered branding logos against a dark background.","[3, 4, 1, 2]",9527.32,Scene Cut
Pgv8yb,"A hand moves away from the computer mouse as a woman walks right across the frame, then hands enter to braid hair, weaving strands together towards completion.","[1, 4, 3, 2]",14997.509,Scene Cut
D6ZtFo,A woman stands in front of a mirror and rinses her mouth before pulling her face close to the mirror and looking at her teeth from a close up angle.,"[2, 4, 1, 3]",4028.905,Scene Cut
nVrE4s,"The camera tilts up from the fire pit to reveal a hand sanitizer bottle, then shifts left to show a third person approaching to assist with washing wallpaper pieces in a bucket.","[1, 3, 2, 4]",8948.972,Scene Cut
W1bvSW, At one point the dog starts to jump off the mans back as he chases after Frisbees.,"[1, 2, 3, 4]",5449.9023,Scene Cut
UfQohA,"The child lowers the mop to the floor while turning right, revealing more of the room; then, the person wraps a rag around their finger to polish the boots, as the camera zooms in on their face.","[4, 1, 3, 2]",6362.733,Scene Cut
J0EdX4,"The kids run right as the camera pans left, distancing from the starting line; then, a performer twirls right in front of a marching band as the conductor raises their arms.","[1, 2, 4, 3]",4800.891,Scene Cut
0gIiJ6," She offers him bites, pulling the cone away and making him laugh.","[4, 1, 2, 3]",2151.1526,Scene Cut
GVjGuN,"The host begins to speak while seated, then the guests engage in conversation, followed by laughter, and finally, the host listens attentively as the discussion continues.","[3, 1, 2, 4]",3003.9922,Scene Cut
YN35iA,"The chef begins by cooking pasta, then plates it with seafood, raises the dish to showcase it, and finally presents it with a smile.","[4, 3, 1, 2]",7392.863,Scene Cut
ORsCnP,"The woman wraps colorful tape around a hoop, then transitions to arranging striped pieces on the floor, before raising color stickers into view as the camera zooms in.","[2, 1, 3, 4]",6386.0645,Scene Cut
pQEWgk, He wears the shoes over black socks and ties the shoe laces securely.,"[1, 4, 3, 2]",4286.4365,Scene Cut
iYR1Rc,"Runners recede into the distance as the camera zooms in on a medal, then a runner moves forward on a path, exiting the frame as the scene shifts to a rotating graphic celebrating marathon participants.","[3, 4, 2, 1]",5321.9053,Scene Cut
FNAB9A,"The players in blue exit as the red team and green-clad goalkeeper move towards the goal; the goalkeeper dives as Japan takes the lead, and the camera zooms in on a player in red.","[1, 4, 2, 3]",4181.925,Scene Cut
s1dZbP,"The gymnast shifts forward on the beam with raised arms, then jumps off as another gymnast approaches from the right.","[1, 3, 4, 2]",4629.332,Scene Cut
H9BaAu,"A woman moves in to trim the man's beard as he lowers the trimmer, then a pumpkin transitions from the man's head to the woman's hands as she steps back, revealing his face.","[4, 1, 2, 3]",9253.526,Scene Cut
fw0Taj,"A skier speaks against a snowy mountain backdrop, then the view shifts to a group skiing downhill; skis move forward and downwards through snow, with the camera tilting up to reveal trees and horizon.","[3, 4, 2, 1]",6403.0767,Scene Cut
HFnGv6, The first woman returns with a new brush and allows children to help brush the horse.,"[1, 3, 2, 4]",3643.2483,Scene Cut
90qw8X,"The rider accelerates away on the dirt track, shifting slightly right as the camera tilts down, then a skateboarder emerges from behind foliage, becoming fully visible and approaching a stop sign on the road.","[2, 1, 4, 3]",7426.664,Scene Cut
Ip8PH8,"The girl lowers the brush and looks in the mirror as the camera zooms out, then a boy finishes washing his hands and exits as handwashing text appears on a blue background.","[1, 2, 3, 4]",4142.2495,Scene Cut
R4BFN6,"Water flows into the sink as a hand begins to scrub with a sponge, then moves to wipe the sink clean with a cloth.","[1, 4, 3, 2]",2824.4883,Scene Cut
ccq0v1,"A person begins to loosen a tire bolt, then ensures the vehicle is secure with the parking brake set, followed by positioning a jack under the car for lifting.","[1, 3, 4, 2]",7385.1577,Scene Cut
fXM2nc,"The performer jumps on a slackline, moving left as the camera zooms slightly, then the woman approaches a pull-up bar, hangs from it, and lifts her body upward.","[2, 1, 4, 3]",10568.434,Scene Cut
APS29x,"The woman operates the car jack, lifting it slightly upward, then a person unscrews a wheel nut by hand before a diagram shows correct wheel nut orientation.","[3, 1, 2, 4]",11873.835,Scene Cut
nmNMcU," Next, the player hits another ball directly at his opponent standing opposite him.","[2, 3, 1, 4]",354.4004,Fine-grained
s4vpPs,A girl in an orange shirt takes a drink of mouth wash.,"[2, 3, 4, 1]",1160.168,Scene Cut
vzDKrB,"The conga player moves slightly forward as the camera zooms in, then the drummer turns his head left and raises his right hand to resume playing.","[4, 3, 1, 2]",2861.9788,Scene Cut
SVKsUJ,"The skier glides from an open slope into a tree-lined trail, then carves down the snow, approaches a group of people, and stops as the camera pans slightly left.","[1, 2, 3, 4]",7098.793,Scene Cut
zAXlmz,The men then stand in the field with their paddles and actually get in the raft demonstrating the proper way to row.,"[2, 4, 3, 1]",4815.063,Scene Cut
q3EEy4,A child is seen turning on a faucet and begins washes dishes in a sink.,"[1, 4, 3, 2]",7460.114,Scene Cut
bvA4VD," They continue down the hill together, tubing as they go.","[3, 4, 2, 1]",9010.425,Scene Cut
PUqOXt,"  The two men put gloves on and go into the hole to try to retrieve, then they use a wire, and then finally, they are able to wrangle a wriggling, large and long fish out of the water from under the ice.","[3, 4, 1, 2]",6206.9517,Scene Cut
WI8H2M,"The bartender begins by measuring ingredients into a blender, then adds a mixture, follows with a pour from a bottle, and finally stirs the contents together.","[2, 3, 4, 1]",4807.344,Scene Cut
kOm8a3,"The sandcastle moves closer and rotates slightly right as the camera zooms in, then the orange gains detailed highlights and shading as the paintbrush moves across its surface.","[2, 1, 3, 4]",3510.0676,Scene Cut
cwS5Sw,A man and a woman spray paint something hanging on a metal bike rack.,"[4, 2, 3, 1]",6265.53,Scene Cut
eRP4mp,"Two players approach each other holding balls in a gym, while a person transitions from stretching on the floor to standing upright in the center of a room.","[2, 4, 1, 3]",4254.697,Scene Cut
fxsTo3,"A hand with decorated nails moves upward from a cup, leaving it clean, then yellow liquid pours from a whisked bowl into glasses with lemon slices, as the camera zooms in slightly.","[3, 4, 2, 1]",4018.0232,Scene Cut
sKpSCT,"The video opens with a warning about the jack, then shows a person tightening a wheel, followed by a reminder to check tightness with a torque wrench, and concludes with a note about referring to the Owner's Manual.","[4, 2, 1, 3]",6897.9062,Scene Cut
cmq7Ou,"The person uses a brush, facing it towards another individual as the camera zooms in, then braids their hair, weaving strands to the right, forming a defined braid.","[4, 2, 3, 1]",9636.543,Scene Cut
aHlZxf,"A snowboarder moves through the snowy trees, then stops to adjust their gear, before navigating around a tree, and finally, another person is seen preparing on a slope.","[4, 2, 1, 3]",2734.6677,Scene Cut
6M42pW,"The girl raises the flute to her lips, then continues playing while standing confidently, maintaining her posture throughout the sequence. She appears focused and engaged in her performance.","[4, 3, 1, 2]",375.84766,Fine-grained
NkmrD6," The man applies the butter, then the curry to the bread before toasting it.","[4, 3, 2, 1]",9219.963,Scene Cut
5xEKcS,"The man begins to play the accordion as another man enters the room, then he continues playing while the other man approaches and stands nearby.","[3, 2, 4, 1]",3624.1375,Scene Cut
a10gX3,"After that is done,she grabs a white towel,dries her hands and wipes her mouth.","[1, 2, 3, 4]",1397.6039,Scene Cut
YDl33J,"A woman rotates counter-clockwise to face a man on the beach as the camera zooms in slightly, then a person moves upward from underwater to the surface, approaching two people standing on the shore.","[1, 2, 3, 4]",6989.1313,Scene Cut
y15KEy,"The person begins to perform a dip on the bars, then transitions to a gym setting for a similar exercise, followed by a competition display, and finally finishes with a different gym setup.","[4, 2, 3, 1]",12869.402,Scene Cut
2pU2Xp,"The worker lifts the circular saw upward along the wall, then the scene transitions to a bottle being raised in darkness, followed by a person in a car giving a gesture.","[4, 3, 2, 1]",9992.88,Scene Cut
BFHguq,"A surfer exits the water, walking along the beach with a green board, then another surfer rides left and down the wave as the camera slightly zooms out.","[3, 1, 4, 2]",3464.468,Scene Cut
rQHitI, The woman scoops out the pumpkin seeds with a spoon and puts the seeds in a Halloween themed paper cup.,"[3, 1, 4, 2]",6490.1406,Scene Cut
0cjzNP, The man walks around him casually and picks up a piece of one of the ingredients and eats it.,"[3, 1, 4, 2]",4687.302,Scene Cut
gUeizw,"The diver ascends away from the wreck while holding a tool, transitioning to fish swimming over coral, ending with a promotional video screen displaying multiple video thumbnails.","[2, 3, 1, 4]",2271.4011,Scene Cut
uA8a1F,"The blue foil is tightly wrapped around the object with secure edges, then the blue gift is rotated upright as the top is folded and neatly closed.","[3, 2, 1, 4]",5852.703,Scene Cut
Mdm0cX,A girl is seen climbing across a set of monkey bars followed by her waving to the camera.,"[1, 2, 3, 4]",4410.088,Scene Cut
fWqJFo," A smaller boy runs on stage, confused.","[4, 2, 3, 1]",2079.5088,Scene Cut
tW0n5j,"The cake mold is removed, revealing ""Special Thanks To Dairy Queen,"" followed by ""Thanks for watching!"" which fades to black.","[3, 2, 1, 4]",3555.6865,Scene Cut
FjuTlg,"The camel carries a woman into a shaded area as the camera shifts from side to rear view, then moves forward with another rider, stops to lower its head, while the camera pans slightly right.","[4, 1, 3, 2]",7360.197,Scene Cut
ByuL9y,"The pasta is added to the sardines sauce, then fresh parsley is sprinkled on top, creating a finished dish that is ready to enjoy before the video prompts to subscribe.","[2, 4, 3, 1]",9737.934,Scene Cut
FlaXGC,"The measuring cup tilts right, pouring liquid into a large container, then the person shifts from preparing lemons to raising another container above the large jug, ready to pour.","[4, 2, 3, 1]",1475.4154,Scene Cut
KOyTDo,"A male gymnast walks up to a beam, powdering his hands.","[2, 3, 4, 1]",2921.3691,Scene Cut
STptTz,A man is seen standing outside holding a rope and tying it around a tree bark.,"[2, 4, 1, 3]",2383.5647,Scene Cut
A2fPL4,"As he throws his lasso,he misses the cow and runs to get something before going back to the cow.","[1, 4, 3, 2]",2113.888,Scene Cut
4gTJZa, Then he jumps over another wall while skateboarding.,"[4, 3, 1, 2]",9544.531,Scene Cut
ABTiIC, We see the thrower grab his jacket and walk away.,"[3, 2, 4, 1]",1935.5195,Scene Cut
2R7C3R,"The child raises a red container over the sink, then moves to pour water into the bubbly mixture, while another child reaches for a pink cup beside them. They continue to play in the soapy water.","[2, 1, 3, 4]",4992.597,Scene Cut
8fRk6O, One member comes out to play the saxophone for a solo as the crowd claps along.,"[3, 4, 2, 1]",3180.1807,Scene Cut
7gF662,"The sock slips off the foot as the dog approaches the wheelchair; then, the person secures their feet in the rowing machine and reaches forward to grasp the handle, as the camera pans right.","[1, 2, 3, 4]",3530.0842,Scene Cut
Ev6nDw,"The skier glides away from the camera, gripping the rope, as the camera zooms out, then transitions to the surfer who adjusts the sail on the board while the camera continues to zoom out, revealing their stance.","[2, 3, 4, 1]",4770.6694,Scene Cut
lT6OYA, A few of the rafters jump down from the slopes of the small hills that surround the river.,"[2, 1, 4, 3]",5658.0,Scene Cut
YrcTcI, The girl slides down into a ball pool then climbs back up the slide.,"[3, 2, 1, 4]",3002.9578,Scene Cut
NZs6Vd," A man is seen putting shoes on, walking along the ice while another helps him walk.","[4, 3, 2, 1]",9478.94,Scene Cut
POPUvY,"The girl begins to ski on the water, then lowers her body as she gains speed, and finally maintains her balance while gliding smoothly across the surface.","[4, 1, 2, 3]",3637.7126,Scene Cut
B8v2n4, He then puts the objects together to create a large flame and hammers down a tool in the end and shows the results.,"[1, 3, 4, 2]",5496.1655,Scene Cut
Tvot76,"The man kneels and prepares to fish, then later observes the fishing pole in the background as a potential event unfolds.","[4, 3, 1, 2]",5163.3257,Scene Cut
r6pF4n,"The kayaker paddles closer to the dock, adjusting their position near the edge, as the rider emerges from the water, moving to an upright stance while the camera pans slightly left.","[3, 4, 2, 1]",4546.8228,Scene Cut
RmDhee,A person runs and throws a javelin.,"[1, 2, 3, 4]",3507.6475,Scene Cut
ZFglkz,"The sequence opens with a surfer riding a wave, then shifts to another surfer launching off a ledge, followed by a distant surfer catching a wave, and finally shows a surfer gliding smoothly on the water.","[2, 1, 4, 3]",13467.612,Scene Cut
zeuIyY, She removes some shoes from the closet.,"[1, 4, 3, 2]",8354.812,Scene Cut
KYfazD, The young boy fell on his back as he avoided the ball.,"[1, 2, 3, 4]",2040.097,Scene Cut
8ZS0LG," Then, people plays beer pong unsuccessful, and then a man throw the ball in the far cup, then people hug the winner who receives a price.","[3, 4, 1, 2]",2917.9485,Scene Cut
VyjH6F, The man plays the harmonica and pauses to hold it up to the screen as well as a picture.,"[2, 4, 3, 1]",7618.3516,Scene Cut
8YzXsz,"The rider stands beside the bike, then moves away to ride, before returning to stand again next to a different bike. Finally, they resume their previous position beside the first bike.","[1, 3, 4, 2]",7230.7437,Scene Cut
XMcuCC, Two people afterwards are seen coming down the slide.,"[4, 2, 1, 3]",3543.1086,Scene Cut
Zowg2Q,"A wakeboarder leaps high above the water before the scene shifts to a group chatting at the dock; simultaneously, a girl with orange floaties turns left away from a woman distributing toys, as more children approach.","[3, 4, 2, 1]",7495.806,Scene Cut
XhI121,"The text transitions from ""Joel Lessing (Poledancefan)"" to ""USPDF Championships!"" on a blue background, then the scene shifts to a cowboy in a rodeo arena securing a calf on the ground as the text vanishes.","[2, 3, 4, 1]",3288.4258,Scene Cut
kv5Qmk, They pour icing on the top out of a pot.,"[4, 1, 3, 2]",5195.2603,Scene Cut
uUVklu, Someone throws something at a boy.,"[2, 1, 3, 4]",9005.407,Scene Cut
sk3rex,"The performer spins hoops and raises her leg as the camera zooms in slightly, then a paddler approaches a bridge, raising their paddle while the camera zooms in, with another paddler visible in the distance.","[4, 3, 2, 1]",4873.3584,Scene Cut
uMf3Cp, The boy does heal clicks and kicks his feet to the side of the motor bike in mid air.,"[3, 2, 1, 4]",10522.897,Scene Cut
ZILzW3,"The person descends while swinging left on a blue rope, then the camera shifts from an overhead view of the landing mat to a close-up of an athlete holding the pole, moving forward.","[3, 4, 1, 2]",11090.103,Scene Cut
vjNKMv, the man then knells down and cuts the wall paper.,"[3, 4, 2, 1]",3604.2224,Scene Cut
CDNN4p, A man grabs a tool and removes shingles from a roof by tapping a hammer on the tool.,"[2, 3, 1, 4]",971.3226,Scene Cut
1ctwGB,"The child approaches the Christmas tree, examines an ornament, then raises it while looking closely, and finally holds a shiny bell, seemingly captivated by it.","[2, 1, 3, 4]",2229.9128,Scene Cut
eBU82S, He stops playing and puts the violin down to his side.,"[1, 2, 3, 4]",4719.636,Scene Cut
49OqwH,"The camera pans left as water polo players adjust around the goal, then shifts to players swimming towards the goal, culminating in a dramatic zoom-in on the ""MATT VS."" title screen.","[1, 3, 2, 4]",9796.638,Scene Cut
L4CUwH,"The girl lifts a cup to reveal a sandcastle base, then the child's hand moves downward toward the sand mound, maintaining focus on her building.","[3, 4, 2, 1]",2815.4248,Scene Cut
