id,sentence,shown_images,target
HDs895, He gets up and starts wake boarding.,"['HDs895_kwu.jpg', 'HDs895_hkn.jpg', 'HDs895_amh.jpg', 'HDs895_dqw.jpg']","[2, 1, 4, 3]"
CA0yoE, They jump off and do flips into the water.,"['CA0yoE_edp.jpg', 'CA0yoE_kgp.jpg', 'CA0yoE_vro.jpg', 'CA0yoE_pwg.jpg']","[4, 2, 1, 3]"
DMsBOQ,"The woman begins by applying mascara in the mirror, then raises her hand to adjust her eyebrow, smiles while wearing glasses, and the scene transitions to an eHow style logo.","['DMsBOQ_xjj.jpg', 'DMsBOQ_pul.jpg', 'DMsBOQ_ohr.jpg', 'DMsBOQ_sqs.jpg']","[1, 3, 2, 4]"
BXQzM9,A man and a dog is out in a field and the dog holds the frisbee between his legs and the dog jumps over the person's back and fetches the frisbee.,"['BXQzM9_ngu.jpg', 'BXQzM9_fvk.jpg', 'BXQzM9_tup.jpg', 'BXQzM9_pea.jpg']","[4, 2, 3, 1]"
AucppG,  In the final moments of the clip a ball flies across the table and the men react in a triumphant way throwing their arms in the air in celebration.,"['AucppG_jlk.jpg', 'AucppG_kjh.jpg', 'AucppG_tao.jpg', 'AucppG_wsa.jpg']","[4, 2, 1, 3]"
qFX5Xw,"The accordion is raised slightly as the camera zooms in on the performer, then it exits the frame while text promoting accordion and fiddle lessons appears.","['qFX5Xw_ifk.jpg', 'qFX5Xw_pqd.jpg', 'qFX5Xw_wag.jpg', 'qFX5Xw_ypj.jpg']","[4, 1, 3, 2]"
uFcteM,"A person in orange exits left as another in white leaps onto the slackline from the right; then, a person flips downward, moving right towards the trampoline in a fluid motion.","['uFcteM_ppl.jpg', 'uFcteM_jlt.jpg', 'uFcteM_fkw.jpg', 'uFcteM_mas.jpg']","[3, 2, 4, 1]"
LzUSPP, The cattle rises and runs away.,"['LzUSPP_tec.jpg', 'LzUSPP_owm.jpg', 'LzUSPP_cma.jpg', 'LzUSPP_zbt.jpg']","[1, 2, 4, 3]"
s1ATI7,"The de-icing product is shown on the store shelf and then held outside near snow-covered cars; next, the camera zooms in as a person uses a snow brush to clear the car's back window.","['s1ATI7_obu.jpg', 's1ATI7_ztt.jpg', 's1ATI7_xav.jpg', 's1ATI7_uql.jpg']","[1, 3, 4, 2]"
IrzW0m,He screws in some pieces and put the hand bars on using a a pocket knife.,"['IrzW0m_tfi.jpg', 'IrzW0m_jkw.jpg', 'IrzW0m_snx.jpg', 'IrzW0m_nyc.jpg']","[3, 1, 2, 4]"
M1WVzs,"The worker lowers his hand to position the tile, with the mallet stationary, then the carpet disappears from view as the camera zooms in on the exposed wood and measuring tape.","['M1WVzs_mrw.jpg', 'M1WVzs_nrp.jpg', 'M1WVzs_vxm.jpg', 'M1WVzs_zxj.jpg']","[3, 1, 4, 2]"
yB87HA,"The runner moves forward and exits the frame as the camera zooms into a celebratory marathon graphic, transitioning to colorful shapes that disappear, revealing a man playing drums.","['yB87HA_fft.jpg', 'yB87HA_mgz.jpg', 'yB87HA_wzz.jpg', 'yB87HA_mks.jpg']","[3, 4, 2, 1]"
3j6K5v, Both skiers swing out and swing to the other side of the boat.,"['3j6K5v_pma.jpg', '3j6K5v_eel.jpg', '3j6K5v_lic.jpg', '3j6K5v_oga.jpg']","[3, 4, 2, 1]"
wAV66F,"Hands adjust and secure the wheelchair wheel as it rotates slightly, then the focus shifts to securing a bike component before contact information appears centered on a black background.","['wAV66F_guu.jpg', 'wAV66F_xgq.jpg', 'wAV66F_nbl.jpg', 'wAV66F_jhi.jpg']","[1, 4, 3, 2]"
ZY1o8S,"The group begins to jump in unison, then one member starts skipping rope while others prepare to jump. They continue their routine, showcasing synchronized movements throughout.","['ZY1o8S_xpq.jpg', 'ZY1o8S_cew.jpg', 'ZY1o8S_lbx.jpg', 'ZY1o8S_wlk.jpg']","[1, 4, 2, 3]"
uMf3Cp, The boy does heal clicks and kicks his feet to the side of the motor bike in mid air.,"['uMf3Cp_drr.jpg', 'uMf3Cp_qte.jpg', 'uMf3Cp_llz.jpg', 'uMf3Cp_ahh.jpg']","[3, 1, 4, 2]"
RCdrWF,  Skiis down a rather large hillside or mountain.,"['RCdrWF_dwp.jpg', 'RCdrWF_hwq.jpg', 'RCdrWF_uxf.jpg', 'RCdrWF_han.jpg']","[4, 2, 3, 1]"
iS12t1,"The girl stands up and raises her arms to hang from the rings, while the child exits the tunnel and crawls up the steps, moving upward and away from the camera.","['iS12t1_irn.jpg', 'iS12t1_gde.jpg', 'iS12t1_ejo.jpg', 'iS12t1_bpn.jpg']","[1, 4, 2, 3]"
JUcKO2,"The windsurfer tilts the sail leftward into the water as a person enters from the right, then leans back while accelerating, moving into an upright position with the sail rotating slightly clockwise as he glides forward.","['JUcKO2_hjk.jpg', 'JUcKO2_oiy.jpg', 'JUcKO2_phw.jpg', 'JUcKO2_ybo.jpg']","[4, 2, 1, 3]"
ls0SAZ, The biker drove to the curve path then drive over the high ramp.,"['ls0SAZ_foq.jpg', 'ls0SAZ_ozy.jpg', 'ls0SAZ_vjw.jpg', 'ls0SAZ_xki.jpg']","[3, 1, 4, 2]"
MpEVxP,"The scissors and comb are removed, revealing a styled haircut, as the scene shifts to show a braid forming and extending to the right, with a slight camera zoom-out highlighting the intricate weaving process.","['MpEVxP_fqd.jpg', 'MpEVxP_rfy.jpg', 'MpEVxP_wil.jpg', 'MpEVxP_wxn.jpg']","[3, 2, 4, 1]"
jbfZ5d,"The athlete begins to run towards the sand pit, then jumps into the sand, landing awkwardly before moving away from the pit and running along the track.","['jbfZ5d_bnk.jpg', 'jbfZ5d_jmr.jpg', 'jbfZ5d_oir.jpg', 'jbfZ5d_phf.jpg']","[2, 4, 1, 3]"
1fLTZw, A ma looks down at his lap with the drink still in front of him.,"['1fLTZw_ghy.jpg', '1fLTZw_rvw.jpg', '1fLTZw_wko.jpg', '1fLTZw_zmr.jpg']","[3, 4, 1, 2]"
IgBfxl,"In a gym, text ""Transition and Major Releases"" appears on black, then a bottle enters at the bottom as a hand moves toward a car tire.","['IgBfxl_hfr.jpg', 'IgBfxl_ydk.jpg', 'IgBfxl_tzp.jpg', 'IgBfxl_oos.jpg']","[3, 4, 1, 2]"
zqaCFX,"Two children on bikes race around a corner from the starting gate as the camera follows, then a person on a platform trims a hedge while the camera tilts upward, with another person gesturing below and children nearby.","['zqaCFX_alf.jpg', 'zqaCFX_cut.jpg', 'zqaCFX_tpo.jpg', 'zqaCFX_zkh.jpg']","[3, 2, 4, 1]"
8zqOpJ,"The camera zooms in from a yard view to a close-up of leaves, then shifts to a fence view, zooming out and tilting slightly right as the fence recedes.","['8zqOpJ_muy.jpg', '8zqOpJ_zqx.jpg', '8zqOpJ_deu.jpg', '8zqOpJ_owz.jpg']","[3, 1, 2, 4]"
2Fz3lI,"The person lowers and tilts their head to the left while singing into the stationary microphone, then remains seated at the keyboard as the flute moves closer to their mouth.","['2Fz3lI_rpu.jpg', '2Fz3lI_zpf.jpg', '2Fz3lI_smw.jpg', '2Fz3lI_lzx.jpg']","[1, 4, 3, 2]"
kUsoeG,"A skateboarder rides down a sunlit street, turns a corner, and chases the skateboard as it rolls left, then transitions to a skater descending a hill, picking up speed on a flat surface, and moving into a nighttime scene.","['kUsoeG_hlq.jpg', 'kUsoeG_cbb.jpg', 'kUsoeG_svg.jpg', 'kUsoeG_adf.jpg']","[3, 4, 1, 2]"
OoEQLo,A person sitting on a bicycle is seen sitting before a track start with others and leads into him completing a race.,"['OoEQLo_mrw.jpg', 'OoEQLo_odt.jpg', 'OoEQLo_nwa.jpg', 'OoEQLo_vfx.jpg']","[1, 3, 2, 4]"
FrT8Fn," A brave, single kayaker paddles away at the waters.","['FrT8Fn_ebp.jpg', 'FrT8Fn_uie.jpg', 'FrT8Fn_cwf.jpg', 'FrT8Fn_tvi.jpg']","[1, 4, 3, 2]"
HvyHiv,"The camera zooms in as spices are sprinkled onto an empty plate, then a spoon stirs the mixture in a bowl before resting upright on the edge.","['HvyHiv_dzc.jpg', 'HvyHiv_ijk.jpg', 'HvyHiv_npq.jpg', 'HvyHiv_tdi.jpg']","[3, 2, 1, 4]"
0Wb5Zg,A young child is seen speaking to the camera and begins climbing across a set of monkey bars.,"['0Wb5Zg_vjv.jpg', '0Wb5Zg_ths.jpg', '0Wb5Zg_roj.jpg', '0Wb5Zg_awo.jpg']","[1, 4, 2, 3]"
HD8W0N,"A dog approaches a person, then nuzzles closer, followed by the person reacting with a smile, and finally, they share a playful moment together.","['HD8W0N_ebo.jpg', 'HD8W0N_dfw.jpg', 'HD8W0N_qoq.jpg', 'HD8W0N_vpd.jpg']","[1, 2, 3, 4]"
TUWPEF,"The Listerine bottle tilts upward towards the girl's mouth as the camera zooms in, then a towel exits while a small bottle enters, transitioning the background from a bathroom to a room with shelves.","['TUWPEF_awt.jpg', 'TUWPEF_bii.jpg', 'TUWPEF_knq.jpg', 'TUWPEF_mxv.jpg']","[3, 1, 4, 2]"
05xssz,"The group begins to engage with the bull, then the bull moves away as spectators watch from the stands, and finally, participants stand by the barriers, observing the scene.","['05xssz_zui.jpg', '05xssz_oku.jpg', '05xssz_mlf.jpg', '05xssz_fee.jpg']","[1, 4, 3, 2]"
loqSZu, She then picks up the dog.,"['loqSZu_shj.jpg', 'loqSZu_owt.jpg', 'loqSZu_uou.jpg', 'loqSZu_roq.jpg']","[3, 1, 4, 2]"
VZMmBs, She lands in a sand pit for distance.,"['VZMmBs_ixx.jpg', 'VZMmBs_pjm.jpg', 'VZMmBs_uup.jpg', 'VZMmBs_vpe.jpg']","[4, 2, 3, 1]"
mhrip5, He does a hand stand before jumping off onto a mat.,"['mhrip5_wbe.jpg', 'mhrip5_wab.jpg', 'mhrip5_trs.jpg', 'mhrip5_dfb.jpg']","[3, 4, 1, 2]"
ALLpX1,"The man begins to explain while gesturing, then moves to adjust the bike's handlebars, continuing to work on them before finally addressing the camera again with a smile.","['ALLpX1_qis.jpg', 'ALLpX1_mfl.jpg', 'ALLpX1_utd.jpg', 'ALLpX1_nly.jpg']","[4, 1, 2, 3]"
xyIrL0, The camera shows sliding down a snowy slope from a first person perspective alongside others.,"['xyIrL0_css.jpg', 'xyIrL0_drg.jpg', 'xyIrL0_sht.jpg', 'xyIrL0_wdh.jpg']","[4, 3, 1, 2]"
ouuUsW,  The man falls off of the bike and onto the ground with torn clothes.,"['ouuUsW_ewn.jpg', 'ouuUsW_pxw.jpg', 'ouuUsW_ejb.jpg', 'ouuUsW_jzq.jpg']","[1, 2, 4, 3]"
0drKVI,"The children begin by riding an elephant, then transition to a camel, where they wave happily before the camel moves away, concluding their adventure.","['0drKVI_bca.jpg', '0drKVI_buy.jpg', '0drKVI_gyw.jpg', '0drKVI_xyn.jpg']","[4, 2, 3, 1]"
ROST8o,"The chef begins by chopping green peppers, then moves to slice bread, spreads pesto on it, and finally adds the chopped peppers and chicken on top.","['ROST8o_gjt.jpg', 'ROST8o_ngw.jpg', 'ROST8o_ovl.jpg', 'ROST8o_yvv.jpg']","[4, 2, 1, 3]"
dNNK6X,"A person on a tractor moves closer to a platform where another trims a hedge, then a person on a board in the water stands up, raising the tow handle while gliding forward as the camera zooms in slightly.","['dNNK6X_ulu.jpg', 'dNNK6X_qtu.jpg', 'dNNK6X_mwd.jpg', 'dNNK6X_jwl.jpg']","[4, 3, 2, 1]"
dvak66,"The young man solves a Rubik's Cube blindfolded as the camera zooms out, then a stylist cuts hair, revealing the client's face in the mirror while the camera zooms out to show more of the salon environment.","['dvak66_heu.jpg', 'dvak66_kcq.jpg', 'dvak66_oeg.jpg', 'dvak66_rmi.jpg']","[2, 4, 3, 1]"
PZKNZz,A group of friends ride inter tubes through small rapids in a tropical jungle.,"['PZKNZz_xel.jpg', 'PZKNZz_hmf.jpg', 'PZKNZz_hzj.jpg', 'PZKNZz_iiy.jpg']","[2, 3, 4, 1]"
Kh1vec,"The nail polish brush exits as a bright red nail polish bottle moves closer, followed by a brush applying red product to a nail, and a nail file entering from the right, approaching the nail.","['Kh1vec_bzy.jpg', 'Kh1vec_cuv.jpg', 'Kh1vec_esn.jpg', 'Kh1vec_vma.jpg']","[2, 1, 3, 4]"
JqyFfH, Another man throws a javelin.,"['JqyFfH_jzy.jpg', 'JqyFfH_huo.jpg', 'JqyFfH_wae.jpg', 'JqyFfH_mgd.jpg']","[3, 2, 1, 4]"
3XNnqE, A person adjust the angle of the pedal and continues running.,"['3XNnqE_yva.jpg', '3XNnqE_qeg.jpg', '3XNnqE_vay.jpg', '3XNnqE_vus.jpg']","[2, 1, 3, 4]"
3spppl,"The man begins to gesture towards the tree, then points upward while discussing it with another person, before holding a branch and finally raising a pole to reach the tree's top.","['3spppl_zzh.jpg', '3spppl_dkt.jpg', '3spppl_brd.jpg', '3spppl_fpr.jpg']","[4, 3, 2, 1]"
t5JYkg,  They quickly race down the swim lanes.,"['t5JYkg_zxg.jpg', 't5JYkg_wko.jpg', 't5JYkg_ikr.jpg', 't5JYkg_piw.jpg']","[1, 3, 4, 2]"
tx3ZgE,A woman is seen holding up products and putting them in her hair .,"['tx3ZgE_jxi.jpg', 'tx3ZgE_bsl.jpg', 'tx3ZgE_fbi.jpg', 'tx3ZgE_ttf.jpg']","[2, 3, 1, 4]"
lQ55x0, A person puts waxing strips on his leg and pulls off the hair.,"['lQ55x0_eaz.jpg', 'lQ55x0_fau.jpg', 'lQ55x0_oev.jpg', 'lQ55x0_svn.jpg']","[1, 3, 4, 2]"
RvNtue, Several men run down a track and perform a long jump in a professional sports venue.,"['RvNtue_ttp.jpg', 'RvNtue_oex.jpg', 'RvNtue_ana.jpg', 'RvNtue_rry.jpg']","[4, 2, 3, 1]"
yRV6qx,"The ""Quality Massage"" text fades as a vacuum-like tool approaches a leg; then, a knife cuts through carpet fibers, exiting as a tool secures the edges.","['yRV6qx_eva.jpg', 'yRV6qx_hwz.jpg', 'yRV6qx_rir.jpg', 'yRV6qx_rqh.jpg']","[2, 4, 3, 1]"
NWgjlX, The man in peach walks to remove the darts.,"['NWgjlX_hco.jpg', 'NWgjlX_nev.jpg', 'NWgjlX_hul.jpg', 'NWgjlX_zne.jpg']","[1, 3, 2, 4]"
tBssKq,"The artist stands in front of two easels, then focuses on his painting, before speaking directly to the camera, and finally, the Arches logo appears.","['tBssKq_bqt.jpg', 'tBssKq_jyf.jpg', 'tBssKq_uwb.jpg', 'tBssKq_qph.jpg']","[1, 4, 3, 2]"
VDyRjV,"The person transitions onto stilts, moving from grass to a path as the camera pans left, then another individual on spring-loaded stilts bounces forward and recedes down the street.","['VDyRjV_pic.jpg', 'VDyRjV_csk.jpg', 'VDyRjV_lhp.jpg', 'VDyRjV_yws.jpg']","[2, 3, 1, 4]"
dwu8Ff, We see men snowboarding over obstacles and ramps on the ski slope.,"['dwu8Ff_qcz.jpg', 'dwu8Ff_rkc.jpg', 'dwu8Ff_hxr.jpg', 'dwu8Ff_vaq.jpg']","[3, 1, 2, 4]"
G5XL4z,"The mixing bowl exits as a cookie with frosting enters with a camera tilt down, then a brush moves from being cleaned to held vertically, with a zoom out revealing the artist and painting.","['G5XL4z_ddh.jpg', 'G5XL4z_eue.jpg', 'G5XL4z_tlw.jpg', 'G5XL4z_tnq.jpg']","[1, 3, 4, 2]"
SXMY5o, They grease large pans and pour the different colored batter into them.,"['SXMY5o_agf.jpg', 'SXMY5o_uxo.jpg', 'SXMY5o_hal.jpg', 'SXMY5o_rpb.jpg']","[3, 2, 1, 4]"
Xs8H8b,"The camera pans right over a cleared area with scattered leaves, then shifts upward from the stacked wood in a fire pit to focus on a hand sanitizer bottle in the foreground.","['Xs8H8b_jxd.jpg', 'Xs8H8b_oky.jpg', 'Xs8H8b_xqs.jpg', 'Xs8H8b_zla.jpg']","[2, 1, 3, 4]"
RpZsdV,"A person slides down a snowy slope as the camera pans to the hill with text overlay, then transitions to a man kneeling on ice who turns to face the camera, zooming in on a fishing hole.","['RpZsdV_yex.jpg', 'RpZsdV_xpo.jpg', 'RpZsdV_pep.jpg', 'RpZsdV_smf.jpg']","[4, 2, 3, 1]"
5Q4Fe6,"The person stands on the dock, then moves into the water while wakeboarding, followed by a joyful ride behind the boat, and finally glides through the water with friends.","['5Q4Fe6_dnx.jpg', '5Q4Fe6_jef.jpg', '5Q4Fe6_ptv.jpg', '5Q4Fe6_zym.jpg']","[1, 2, 3, 4]"
svRUCv,"The hands place green flowers on the cake, outline with yellow fondant, then move to position a pink figure on top.","['svRUCv_aao.jpg', 'svRUCv_bju.jpg', 'svRUCv_nzg.jpg', 'svRUCv_ock.jpg']","[2, 1, 4, 3]"
ueENJq, The men stick their tongues out at the camera and the camera moves in on another table with people playing.,"['ueENJq_qmo.jpg', 'ueENJq_ylp.jpg', 'ueENJq_prj.jpg', 'ueENJq_qbx.jpg']","[2, 4, 1, 3]"
kv5Qmk, They pour icing on the top out of a pot.,"['kv5Qmk_qqw.jpg', 'kv5Qmk_wjn.jpg', 'kv5Qmk_uww.jpg', 'kv5Qmk_ujp.jpg']","[4, 2, 3, 1]"
QYLdvp, The man in the bright green shirt continue climbing to the top of the wall.,"['QYLdvp_ljf.jpg', 'QYLdvp_vqf.jpg', 'QYLdvp_fwt.jpg', 'QYLdvp_ijt.jpg']","[4, 1, 2, 3]"
fagRtY, She removes the lens out and places it on her finger.,"['fagRtY_lbt.jpg', 'fagRtY_dqn.jpg', 'fagRtY_mef.jpg', 'fagRtY_kqu.jpg']","[2, 3, 4, 1]"
Mcsj2p,"Once he throws the ball,a man runs out to mark the distance and he walks to the tent and takes the tape off of his wrist.","['Mcsj2p_yom.jpg', 'Mcsj2p_unx.jpg', 'Mcsj2p_xip.jpg', 'Mcsj2p_pmi.jpg']","[3, 4, 1, 2]"
ke503c,"The performer begins to move away from the camera, then raises a drumstick while playing, followed by a lively interaction with the audience, and finally returns to a standing position.","['ke503c_ekj.jpg', 'ke503c_gqx.jpg', 'ke503c_cbr.jpg', 'ke503c_qyx.jpg']","[2, 1, 4, 3]"
KQe7Lo,"The skater glides forward, passing another skater as buildings shift left, then the scene transitions to a forested road where the skater exits, revealing a parked car with a person stepping out.","['KQe7Lo_azu.jpg', 'KQe7Lo_fgc.jpg', 'KQe7Lo_rms.jpg', 'KQe7Lo_vwp.jpg']","[1, 3, 2, 4]"
jczL5k,"The man kneels on the ice, then begins to fish through a hole, and finally stands up, proudly holding a caught fish.","['jczL5k_trh.jpg', 'jczL5k_zkg.jpg', 'jczL5k_ubb.jpg', 'jczL5k_gyz.jpg']","[4, 1, 3, 2]"
EEqI5H,A woman is walking along a track.,"['EEqI5H_wco.jpg', 'EEqI5H_ndh.jpg', 'EEqI5H_yob.jpg', 'EEqI5H_vum.jpg']","[1, 3, 2, 4]"
EM0yPc,"The players begin to deliver their stones, then move into position to sweep, followed by a focus on the scoring area, and finally, they prepare for the next throw.","['EM0yPc_amx.jpg', 'EM0yPc_chq.jpg', 'EM0yPc_gux.jpg', 'EM0yPc_tch.jpg']","[3, 4, 2, 1]"
xJtFAi,A gymnast wearing a blue outfit climes onto the a balance beam and performs a hand stand with a split in a competition in front of a huge American flag.,"['xJtFAi_ifp.jpg', 'xJtFAi_yhe.jpg', 'xJtFAi_tbd.jpg', 'xJtFAi_ojk.jpg']","[3, 1, 2, 4]"
ydxSah, She lifts up the weight over her head.,"['ydxSah_luo.jpg', 'ydxSah_hnt.jpg', 'ydxSah_pdr.jpg', 'ydxSah_hbt.jpg']","[4, 2, 1, 3]"
mywCrQ,an audience claps as a couple appears on stage.,"['mywCrQ_lza.jpg', 'mywCrQ_brs.jpg', 'mywCrQ_wjz.jpg', 'mywCrQ_gca.jpg']","[1, 3, 2, 4]"
kzxs60,"The tire is removed from the bike, revealing its damaged inner surface as the camera zooms in, then a spatula moves right across the ornate table, uncovering more of the intricate design.","['kzxs60_kgi.jpg', 'kzxs60_laz.jpg', 'kzxs60_mio.jpg', 'kzxs60_pdp.jpg']","[3, 2, 4, 1]"
3Anu2d,A man is seen speaking to the camera and pans over to a roof that is breaking apart.,"['3Anu2d_xdp.jpg', '3Anu2d_cvh.jpg', '3Anu2d_dgy.jpg', '3Anu2d_qmy.jpg']","[3, 4, 2, 1]"
q8LoQd,"The worker moves right, positioning a slate tile on the roof as the camera zooms in, then lowers a black component over a white pipe, adjusting it into place to secure the installation.","['q8LoQd_rpq.jpg', 'q8LoQd_bah.jpg', 'q8LoQd_exa.jpg', 'q8LoQd_ufy.jpg']","[2, 4, 3, 1]"
QUtRTB,"All of a sudden,a person on a long raft comes paddling down the water and goes over the fall with ease.","['QUtRTB_lki.jpg', 'QUtRTB_kjh.jpg', 'QUtRTB_xas.jpg', 'QUtRTB_arp.jpg']","[3, 2, 4, 1]"
4momun,"A diver flips downward into a lit-up night pool, then a welder moves the torch right as the camera tilts down, focusing on the cylinder's surface.","['4momun_rru.jpg', '4momun_zas.jpg', '4momun_jjx.jpg', '4momun_thk.jpg']","[3, 1, 4, 2]"
ggKTOn,A man is running down the track.,"['ggKTOn_dxa.jpg', 'ggKTOn_ugi.jpg', 'ggKTOn_qhm.jpg', 'ggKTOn_jft.jpg']","[1, 3, 4, 2]"
dFfo2f, He shows how to disassemble and assemble the bike.,"['dFfo2f_omj.jpg', 'dFfo2f_yde.jpg', 'dFfo2f_kee.jpg', 'dFfo2f_wir.jpg']","[2, 1, 4, 3]"
bzpMvl,A woman is seen sitting in a wheelchair looking to the camera and wheels herself over to a side.,"['bzpMvl_hhv.jpg', 'bzpMvl_hjr.jpg', 'bzpMvl_mrj.jpg', 'bzpMvl_qfw.jpg']","[2, 4, 3, 1]"
WBlCMM,"The artist's hand transitions from sketching to painting with a brush as the scene zooms in slightly, then the camera shifts to wrapping paper being folded over an item, moving from flat to partially folded with a closer view.","['WBlCMM_spv.jpg', 'WBlCMM_swz.jpg', 'WBlCMM_crt.jpg', 'WBlCMM_ixw.jpg']","[2, 3, 1, 4]"
KNEVxq,"A woman leaves as the camera pans right to a man painting a fence, followed by a window screen being removed outdoors, transitioning to a display of the Jeld-Wen logo.","['KNEVxq_foq.jpg', 'KNEVxq_hwm.jpg', 'KNEVxq_iih.jpg', 'KNEVxq_uwx.jpg']","[3, 1, 2, 4]"
pGFBTI, The bikers are going over a curbed surface at full speed.,"['pGFBTI_uay.jpg', 'pGFBTI_uew.jpg', 'pGFBTI_yos.jpg', 'pGFBTI_zij.jpg']","[1, 4, 2, 3]"
axlWKb,"An archer raises his bow while another prepares to shoot, with the camera panning left and zooming in; then, a third archer lifts his bow, drawing the string back as the camera tilts slightly left.","['axlWKb_buc.jpg', 'axlWKb_egm.jpg', 'axlWKb_ixj.jpg', 'axlWKb_qsl.jpg']","[4, 2, 1, 3]"
uxOASM,"The child moves left with a mirror as a TV appears on the right, then the girl applies something to her eye, shifts focus, and turns her head left.","['uxOASM_pyk.jpg', 'uxOASM_rrg.jpg', 'uxOASM_xxg.jpg', 'uxOASM_zsq.jpg']","[2, 4, 1, 3]"
rwTjWP, The man then pushes the pipe down and nails it.,"['rwTjWP_eit.jpg', 'rwTjWP_ols.jpg', 'rwTjWP_pbr.jpg', 'rwTjWP_sgx.jpg']","[3, 2, 4, 1]"
XACwue, The spectators cheer for her as she walks away.,"['XACwue_ocq.jpg', 'XACwue_sqj.jpg', 'XACwue_hni.jpg', 'XACwue_vvp.jpg']","[4, 2, 3, 1]"
KpISAl,"The man walks along traffic, playing bagpipes near a truck, as the runner moves left to right, passing a van and approaching a cheering crowd with signs.","['KpISAl_pvn.jpg', 'KpISAl_kni.jpg', 'KpISAl_qle.jpg', 'KpISAl_ioe.jpg']","[3, 2, 1, 4]"
gepQqf,"The group begins to slide down the snowy hill on inflatable tubes, then moves further down as they enjoy the ride, before the scene transitions to a GoPro logo.","['gepQqf_yyp.jpg', 'gepQqf_uvn.jpg', 'gepQqf_iak.jpg', 'gepQqf_kae.jpg']","[2, 1, 4, 3]"
0gJ6ll,"The chef begins by chopping onions and mushrooms, then cuts a lid from the bread, followed by placing raw meat into a frying pan, and finally flips the meat as it cooks.","['0gJ6ll_jsl.jpg', '0gJ6ll_ppl.jpg', '0gJ6ll_nni.jpg', '0gJ6ll_dri.jpg']","[2, 1, 3, 4]"
1inT2h,"The player prepares to take a shot, then strikes the cue ball, which rolls towards the pocket, before the camera shifts to a close-up of the ball nearing the edge.","['1inT2h_cur.jpg', '1inT2h_acr.jpg', '1inT2h_iya.jpg', '1inT2h_uog.jpg']","[2, 1, 3, 4]"
VeyDcF,"A child in pink boots slides down a snowy slope on a tube, revealing multiple tubes being towed away; then, people on tubes glide down the hill, with one person lying flat as they move closer to the camera.","['VeyDcF_hzz.jpg', 'VeyDcF_lke.jpg', 'VeyDcF_nat.jpg', 'VeyDcF_zyv.jpg']","[3, 2, 4, 1]"
embSNa,"The athlete squats with a barbell before it transitions to a glowing text overlay, then a player turns away in dim lighting and raises a cue in celebration as the pool table becomes visible.","['embSNa_nkq.jpg', 'embSNa_fqd.jpg', 'embSNa_jch.jpg', 'embSNa_szt.jpg']","[4, 2, 1, 3]"
a7gYul,"The brush is moved from the hair to be shown in front of the person as the camera zooms in, then shifts to the back of the head where the barber uses a comb and scissors to style the top.","['a7gYul_bcb.jpg', 'a7gYul_gdr.jpg', 'a7gYul_rhf.jpg', 'a7gYul_szj.jpg']","[1, 3, 4, 2]"
6U3O5Z, A girl wearing a blue jacket runs across the gymnasium to the other side.,"['6U3O5Z_icq.jpg', '6U3O5Z_jom.jpg', '6U3O5Z_tjo.jpg', '6U3O5Z_twq.jpg']","[4, 1, 3, 2]"
mhNP1X,"The woman secures the wrapping paper on the gift, then the camera zooms in on another woman as she begins speaking about the sensation, with subtitles appearing.","['mhNP1X_aco.jpg', 'mhNP1X_bio.jpg', 'mhNP1X_pjz.jpg', 'mhNP1X_vml.jpg']","[2, 1, 3, 4]"
48Ii5a, The player ran after the other player.,"['48Ii5a_zxs.jpg', '48Ii5a_brf.jpg', '48Ii5a_zfp.jpg', '48Ii5a_ksz.jpg']","[3, 2, 4, 1]"
F3GEpL, A roofer nails tiles into the roof beams of a home.,"['F3GEpL_hcb.jpg', 'F3GEpL_tii.jpg', 'F3GEpL_lge.jpg', 'F3GEpL_soa.jpg']","[3, 1, 4, 2]"
khU7og,"The person runs forward, leaps into the air, and extends their legs along the track, while the pole vaulter runs toward the bar, launches upward, and moves above the mat, nearing the bar.","['khU7og_pov.jpg', 'khU7og_thk.jpg', 'khU7og_vdr.jpg', 'khU7og_yac.jpg']","[2, 4, 3, 1]"
IN6t3Z," After, the woman makes a pony tail and spray lotion to her hair.","['IN6t3Z_qru.jpg', 'IN6t3Z_yia.jpg', 'IN6t3Z_mlb.jpg', 'IN6t3Z_pdg.jpg']","[4, 1, 2, 3]"
3acpJv,"The couple begins to dance closely, then moves into a more dynamic pose, followed by a spin, and finally transitions into a graceful separation. The audience watches intently throughout.","['3acpJv_hbf.jpg', '3acpJv_swa.jpg', '3acpJv_uzt.jpg', '3acpJv_zgc.jpg']","[3, 1, 2, 4]"
ZS47ES,"After, the man picks up a yellow object and starts to tighten the spokes on the wheel and sealing the lifting the rubber up.","['ZS47ES_atu.jpg', 'ZS47ES_jwk.jpg', 'ZS47ES_kfy.jpg', 'ZS47ES_xsf.jpg']","[2, 4, 3, 1]"
c88kmM, man is assembling a shuffleboard court in a sidewalk.,"['c88kmM_ggx.jpg', 'c88kmM_gxa.jpg', 'c88kmM_jhn.jpg', 'c88kmM_yvj.jpg']","[1, 2, 4, 3]"
yKLhwG,"The person begins by speaking directly to the camera, then moves to mixing ingredients in a bowl, returns to speaking, and finally raises pasta from a pot.","['yKLhwG_tlf.jpg', 'yKLhwG_wla.jpg', 'yKLhwG_yag.jpg', 'yKLhwG_vrn.jpg']","[2, 1, 3, 4]"
